,player,position,team,Expected Points 2019/2020,Std Points 2019/2020,Lower 95% Confidence Points 2019/2020,Upper 95% Confidence Points 2019/2020,Expected Goals 2019/2020,Expected Clean Sheets 2019/2020,Expected Minutes Played 2019/2020
1,Petr Cech,GKP,Arsenal,58.6335,13.173389000177593,32.28672199964481,84.98027800035518,0.3725,4.846,1441.984
3,Laurent Koscielny,DEF,Arsenal,82.131,18.34821078470595,45.4345784305881,118.82742156941191,2.8155,5.4195,1611.6335
6,Héctor Bellerín,DEF,Arsenal,97.8265,17.78725380012328,62.25199239975343,133.40100760024654,1.5215,6.556,1990.3725
7,Carl Jenkinson,DEF,Arsenal,6.1125,4.822846021800809,0.0,15.758192043601618,0.2795,0.014,148.9325
8,Nacho Monreal,DEF,Arsenal,101.2595,19.000214729049734,63.259070541900535,139.25992945809946,2.87,6.4495,1917.6445
9,Rob Holding,DEF,Arsenal,39.955,13.912331759989032,12.130336480021935,67.77966351997806,0.7585,2.775,809.1295
10,Shkodran Mustafi,DEF,Arsenal,110.041,17.689045169256616,74.66290966148676,145.41909033851323,2.8065,7.8165,2359.1475
11,Sead Kolasinac,DEF,Arsenal,98.7605,18.0469149648908,62.666670070218395,134.85432992978158,1.4125,6.518,1901.7105
12,Mesut Özil,MID,Arsenal,91.6885,16.916810212034658,57.85487957593069,125.52212042406933,4.413,6.293,1826.103
14,Aaron Ramsey,MID,Arsenal,69.633,14.987238271275997,39.658523457448,99.60747654255199,3.761,1.8865,1473.358
16,Alex Iwobi,MID,Arsenal,74.6125,12.633382118419489,49.34573576316102,99.87926423683898,2.58,3.1495,1846.407
17,Mohamed Elneny,MID,Arsenal,19.849,7.713313101385165,4.422373797229671,35.275626202770326,0.6785,0.7175,575.775
18,Granit Xhaka,MID,Arsenal,106.328,14.768324752658977,76.79135049468205,135.86464950531797,3.496,8.6145,2626.3005
19,Jack Wilshere,MID,West Ham,22.937,7.626796903025538,7.683406193948926,38.190593806051076,0.6525,0.3185,697.727
20,Danny Welbeck,FWD,Arsenal,23.813,7.3828199896787385,9.047360020642522,38.578639979357476,1.332,0.0005,549.827
21,Lucas Pérez,FWD,West Ham,14.6285,5.567269326159815,3.4939613476803704,25.76303865231963,0.862,0.0,328.777
22,Alexandre Lacazette,FWD,Arsenal,124.7735,17.82905487539931,89.11539024920137,160.43160975079863,10.319,7.298,2288.756
23,Henrikh Mkhitaryan,MID,Arsenal,78.7145,15.786797957470664,47.14090408505867,110.28809591494132,3.9715,4.067,1616.5505
24,Calum Chambers,DEF,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Reiss Nelson,MID,Arsenal,6.2855,6.044914370774827,0.0,18.375328741549655,0.4885,0.0295,104.403
26,Ainsley Maitland-Niles,MID,Arsenal,32.655,9.218458385218215,14.218083229563572,51.09191677043643,1.063,1.585,949.485
28,Edward Nketiah,FWD,Arsenal,6.895,3.844993498043932,0.0,14.584986996087864,0.3015,0.0,94.65
30,Konstantinos Mavropanos,DEF,Arsenal,7.96,5.698455931215077,0.0,19.356911862430152,0.3455,0.0715,205.956
31,Pierre-Emerick Aubameyang,FWD,Arsenal,127.8095,22.471987222985,82.86552555403,172.75347444597,14.645,7.038,2028.0405
32,Joseph Willock,MID,Arsenal,6.138,5.07631322910633,0.0,16.29062645821266,0.378,0.002,118.3585
34,Asmir Begovic,GKP,Bournemouth,85.503,12.012617991095862,61.477764017808276,109.52823598219172,0.4275,5.651,2470.082
35,Artur Boruc,GKP,Bournemouth,25.183,9.3771803331279,6.428639333744201,43.9373606662558,0.135,1.6325,682.2405
37,Simon Francis,DEF,Bournemouth,70.7525,13.863449922367835,43.02560015526433,98.47939984473567,0.7855,4.1395,1710.999
38,Steve Cook,DEF,Bournemouth,104.207,14.302417662758973,75.60216467448205,132.81183532551793,1.803,6.1305,2616.915
39,Charlie Daniels,DEF,Bournemouth,84.097,14.721874574931013,54.653250850137965,113.54074914986202,1.466,4.8515,2018.822
40,Adam Smith,DEF,Bournemouth,83.3735,15.089400178602194,53.19469964279562,113.55230035720439,1.4515,4.7325,1974.21
41,Tyrone Mings,DEF,Bournemouth,7.1865,4.651958485412355,0.0,16.49041697082471,0.2325,0.003,201.9635
43,Nathan Aké,DEF,Bournemouth,128.8985,16.19176326871165,96.5149734625767,161.28202653742332,3.39,7.0415,3129.4925
44,Harry Arter,MID,Cardiff,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Marc Pugh,MID,Bournemouth,13.455,6.331901373205383,0.7911972535892335,26.118802746410765,0.6,0.098,398.319
46,Andrew Surman,MID,Bournemouth,57.5825,11.531660494048563,34.51917901190288,80.64582098809713,1.3765,3.793,1547.5735
47,Junior Stanislas,MID,Bournemouth,39.5495,9.959595862784797,19.63030827443041,59.4686917255696,1.9655,0.2895,1094.6345
48,Dan Gosling,MID,Bournemouth,65.89,11.726077775624711,42.43784444875058,89.34215555124942,2.033,3.935,1751.254
50,Jordon Ibe,MID,Bournemouth,38.702,8.684422606022805,21.33315478795439,56.07084521204561,1.2245,0.3875,1215.931
51,Lewis Cook,MID,Bournemouth,43.5485,9.46433556833231,24.61982886333538,62.477171136664616,0.786,2.742,1255.131
52,Ryan Fraser,MID,Bournemouth,124.123,17.617345742193965,88.88830851561207,159.35769148438794,5.573,6.214,2598.7445
53,Callum Wilson,FWD,Bournemouth,114.833,18.35799855648756,78.11700288702488,151.54899711297512,9.216,5.4045,2227.648
55,Lys Mousset,FWD,Bournemouth,26.027,4.6916170986132295,16.643765802773544,35.41023419722646,0.491,0.0,462.902
56,Joshua King,FWD,Bournemouth,111.292,14.528101596561068,82.23579680687786,140.34820319312215,8.455,6.408,2637.1175
57,Jermain Defoe,FWD,Bournemouth,17.757,6.392804627078796,4.97139074584241,30.542609254157593,0.94,0.0005,441.7015
59,Jack Simpson,DEF,Bournemouth,13.3825,7.582360697698276,0.0,28.54722139539655,0.368,0.535,316.165
60,Emerson Hyndman,MID,Bournemouth,4.608,4.54415404668456,0.0,13.696308093369119,0.2905,0.0195,95.7105
62,Matt Butcher,MID,Bournemouth,3.1555,4.227211817498621,0.0,11.609923634997243,0.231,0.015,52.171
63,Kyle Taylor,MID,Bournemouth,3.3765,4.377756017641918,0.0,12.132012035283836,0.253,0.0145,54.544
65,Mathew Ryan,GKP,Brighton,103.6825,11.848531290839372,79.98543741832125,127.37956258167875,0.3975,7.6485,2951.491
66,Lewis Dunk,DEF,Brighton,121.16,14.452522271216232,92.25495545756753,150.06504454243247,2.0295,7.9725,3028.691
67,Shane Duffy,DEF,Brighton,126.475,16.470439429474812,93.53412114105038,159.4158788589496,3.0935,7.7015,2946.4215
69,Bruno Saltor Grau,DEF,Brighton,59.4565,13.420995035763985,32.61450992847203,86.29849007152797,0.7,3.9245,1429.615
70,Gaëtan Bong,DEF,Brighton,73.7945,13.966397880269591,45.86170423946082,101.72729576053918,0.7815,5.082,1882.5115
73,Anthony Knockaert,MID,Brighton,77.473,12.357478343092488,52.75804331381502,102.18795668618498,2.2195,4.658,1972.2495
74,Dale Stephens,MID,Brighton,85.2015,10.087462403895234,65.02657519220952,105.37642480779047,1.5105,6.992,2611.4435
75,Beram Kayal,MID,Brighton,25.138,6.581561820723105,11.974876358553791,38.30112364144621,0.741,0.095,855.49
77,Solomon March,MID,Brighton,76.3165,10.30064695783716,55.715206084325686,96.91779391567432,1.3485,4.3965,2141.9525
81,Pascal Groß,MID,Brighton,95.9355,15.32391398272648,65.28767203454704,126.58332796545297,3.9475,6.1425,2173.209
82,Glenn Murray,FWD,Brighton,97.062,13.37786066604074,70.30627866791852,123.81772133208148,8.5875,5.127,2286.219
83,Tomer Hemed,FWD,Brighton,13.0645,6.458818758101218,0.14686248379756428,25.982137516202435,0.7765,0.183,349.565
84,Sam Baldock,FWD,Brighton,3.0725,3.104229976983009,0.0,9.280959953966018,0.176,0.0,63.343
86,Markus Suttner,DEF,Brighton,21.104,9.425507095111639,2.252985809776721,39.95501419022328,0.4325,1.2575,468.6995
88,Davy Pröpper,MID,Brighton,84.064,10.576195157049627,62.91160968590074,105.21639031409924,1.458,6.7715,2585.0205
89,José Heriberto Izquierdo Mena,MID,Brighton,44.7055,10.606920842072904,23.491658315854192,65.9193416841458,1.626,1.471,1215.018
90,Ezequiel Schelotto,DEF,Brighton,21.0015,9.062974001397109,2.8755519972057826,39.12744800279422,0.42,1.0495,514.151
92,Jayson Molumby,MID,Brighton,2.587,3.4833074799678583,0.0,9.553614959935716,0.1715,0.0145,51.546
93,Jürgen Locadia,FWD,Brighton,25.3065,6.656842926643206,11.992814146713588,38.620185853286415,1.141,0.085,843.3905
94,Tom Heaton,GKP,Burnley,42.789,11.65849385641216,19.47201228717568,66.10598771282432,0.238,3.306,1140.706
96,Matthew Lowton,DEF,Burnley,78.755,14.74292966136649,49.26914067726702,108.24085932273297,0.7975,5.62,1862.9145
97,Ben Mee,DEF,Burnley,113.822,13.66181964454218,86.49836071091565,141.14563928908436,0.952,8.3735,2900.213
98,Stephen Ward,DEF,Burnley,48.34,14.055653666763426,20.22869266647315,76.45130733352686,0.942,3.2385,1049.0845
99,James Tarkowski,DEF,Burnley,116.6335,16.272804851960817,84.08789029607837,149.17910970392163,2.275,7.8625,2759.375
100,Kevin Long,DEF,Burnley,39.197,13.745224297915254,11.706551404169495,66.68744859583052,0.8465,2.454,833.976
101,Charlie Taylor,DEF,Burnley,89.329,14.367698458695473,60.59360308260905,118.06439691739094,0.854,6.5015,2239.39
104,Johann Berg Gudmundsson,MID,Burnley,91.7745,13.66560096556313,64.44329806887374,119.10570193112626,2.5865,5.8985,2073.197
105,Steven Defour,MID,Burnley,38.0805,10.952945711086175,16.17460857782765,59.986391422172346,1.1705,3.043,1006.9145
106,Jeff Hendrick,MID,Burnley,76.464,11.087998196248053,54.288003607503896,98.6399963924961,2.102,5.4705,2074.528
107,Robbie Brady,MID,Burnley,32.505,8.874963380206143,14.755073239587716,50.25492676041229,0.859,1.245,928.9285
108,Ashley Westwood,MID,Burnley,84.4265,13.304044413260193,57.81841117347962,111.03458882652039,1.8165,6.459,2091.5835
109,Jonathan Walters,MID,Burnley,3.902,3.6558714419409792,0.0,11.21374288388196,0.212,0.0,65.799
110,Jack Cork,MID,Burnley,100.415,9.868625790858639,80.67774841828273,120.15225158171728,2.2475,8.8545,3102.127
111,Sam Vokes,FWD,Burnley,32.8245,7.366864987903603,18.090770024192793,47.55822997580721,1.7665,0.0065,929.128
112,Ashley Barnes,FWD,Burnley,91.149,13.415207750907193,64.31858449818561,117.97941550181439,7.469,4.7915,2201.0925
113,Aaron Lennon,MID,Burnley,55.727,11.126700813808194,33.473598372383606,77.98040162761639,1.2535,4.1725,1443.4865
114,Nahki Wells,FWD,Burnley,5.295,3.129852232933716,0.0,11.554704465867431,0.148,0.0,68.4335
115,Phil Bardsley,DEF,Burnley,59.0305,14.13656852811178,30.757362943776442,87.30363705622356,0.7485,4.257,1410.903
116,Georges-Kévin Nkoudou,MID,Tottenham,8.7315,5.014619402307626,0.0,18.76073880461525,0.3605,0.0,133.668
117,Nick Pope,GKP,Burnley,42.385,11.582002201692063,19.22099559661587,65.54900440338412,0.206,3.269,1125.2625
118,Chris Wood,FWD,Burnley,90.804,13.634243066631903,63.535513866736196,118.07248613326381,7.0405,5.5985,2134.7375
120,Anders Lindegaard,GKP,Burnley,1.4405,1.7039541513784944,0.0,4.848408302756988,0.0145,0.0195,52.2145
123,Dwight McNeil,MID,Burnley,44.765,12.94703730588585,18.8709253882283,70.6590746117717,1.818,2.9695,977.144
124,Olivier Giroud,FWD,Chelsea,38.6605,7.363099873694486,23.934300252611028,53.386699747388974,1.6895,0.0,883.2545
125,Thibaut Courtois,GKP,Chelsea,49.3885,13.567187171628444,22.254125656743113,76.52287434325689,0.306,4.923,1130.473
127,Willy Caballero,GKP,Chelsea,11.8,7.3451344439703545,0.0,26.490268887940708,0.093,1.1355,249.168
128,César Azpilicueta,DEF,Chelsea,159.0705,17.48566640851874,124.09916718296253,194.0418328170375,2.2095,13.5195,3122.4565
129,Gary Cahill,DEF,Chelsea,39.508,12.792221699142031,13.92355660171594,65.09244339828406,0.637,3.209,797.8105
130,Marcos Alonso,DEF,Chelsea,149.3655,21.927697319828162,105.51010536034367,193.2208946396563,4.1645,11.418,2611.3955
131,David Luiz Moreira Marinho,DEF,Chelsea,113.7535,19.615854244717415,74.52179151056518,152.98520848943483,2.757,9.461,2185.1355
132,Victor Moses,DEF,Chelsea,47.445,15.811988331642535,15.82102333671493,79.06897666328507,1.2275,3.3615,805.325
133,Antonio Rüdiger,DEF,Chelsea,125.356,17.59364271548111,90.16871456903777,160.54328543096221,2.0675,11.24,2522.1715
134,Eden Hazard,MID,Chelsea,170.841,23.111787447101516,124.61742510579697,217.06457489420305,12.1225,12.2265,2606.328
135,Cesc Fàbregas,MID,Chelsea,37.388,10.277959719710912,16.832080560578174,57.94391943942182,1.189,2.894,962.705
136,Willian Borges Da Silva,MID,Chelsea,83.7315,13.825570792918452,56.08035841416309,111.3826415858369,3.2605,5.0055,1939.6405
137,Pedro Rodríguez Ledesma,MID,Chelsea,62.818,12.443185926441858,37.931628147116285,87.70437185288371,4.168,1.462,1623.2985
138,N'Golo Kanté,MID,Chelsea,111.7115,13.377565837999056,84.95636832400189,138.46663167599812,3.607,12.766,2871.848
139,Michy Batshuayi,FWD,Crystal Palace,25.2995,8.954094021731057,7.3913119565378835,43.20768804346211,2.215,0.3755,623.1595
141,Ross Barkley,MID,Chelsea,31.4635,9.268153416403944,12.927193167192112,49.99980683280789,1.401,0.096,816.143
143,Daniel Drinkwater,MID,Chelsea,9.823,6.131041591768891,0.0,22.085083183537783,0.597,0.027,233.7445
144,Tiemoué Bakayoko,MID,Chelsea,35.3755,11.300597318283678,12.774305363432646,57.97669463656736,1.2995,3.649,796.9245
145,Andreas Christensen,DEF,Chelsea,58.326,15.030426607385426,28.26514678522915,88.38685321477085,0.754,5.2975,1146.272
147,Álvaro Morata,FWD,Chelsea,60.174,13.941761868573133,32.29047626285373,88.05752373714627,5.272,4.0015,1321.6935
151,Davide Zappacosta,DEF,Chelsea,16.856,6.7081490740740515,3.4397018518518987,30.272298148148103,0.5595,0.0455,508.567
152,Ethan Ampadu,MID,Chelsea,3.815,4.575562806912387,0.0,12.966125613824774,0.283,0.0035,56.51
153,Callum Hudson-Odoi,MID,Chelsea,11.901,5.667733144741391,0.5655337105172187,23.23646628948278,0.4295,0.0015,290.323
155,Emerson Palmieri dos Santos,DEF,Chelsea,25.568,10.748505756615666,4.07098848676867,47.06501151323133,0.571,1.6495,539.4945
157,Ruben Loftus-Cheek,MID,Chelsea,55.1305,13.258976949599054,28.61254610080189,81.6484538991981,3.5315,1.5355,1277.497
158,Wayne Hennessey,GKP,Crystal Palace,67.0095,12.91299383373196,41.18351233253608,92.83548766746392,0.3365,5.1205,1797.7075
159,Julian Speroni,GKP,Crystal Palace,17.3995,8.129569468920236,1.1403610621595277,33.65863893784047,0.0985,1.3195,449.483
160,James Tomkins,DEF,Crystal Palace,101.488,16.259823369274333,68.96835326145134,134.00764673854866,2.244,6.7465,2358.487
161,Scott Dann,DEF,Crystal Palace,44.893,13.640034860659314,17.61293027868137,72.17306972131863,0.9135,2.7975,950.065
162,Joel Ward,DEF,Crystal Palace,43.5025,14.084849795081228,15.332800409837542,71.67219959016245,1.0765,2.726,924.537
163,Martin Kelly,DEF,Crystal Palace,48.017,13.177811312960896,21.66137737407821,74.37262262592179,0.7725,3.27,1116.507
165,Pape Souaré,DEF,Crystal Palace,3.028,2.8855183243223537,0.0,8.799036648644707,0.102,0.0,56.9325
166,Jeffrey Schlupp,DEF,Crystal Palace,68.6265,14.26811121872828,40.090277562543434,97.16272243745655,1.9975,2.7925,1640.261
167,Patrick van Aanholt,DEF,Crystal Palace,123.746,18.33909714244406,87.06780571511187,160.42419428488813,3.7745,7.557,2652.5265
168,Jason Puncheon,MID,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Wilfried Zaha,FWD,Crystal Palace,127.7115,18.540449502371853,90.63060099525629,164.79239900474371,9.16,7.5415,2672.478
170,James McArthur,MID,Crystal Palace,111.5735,13.20892114254604,85.15565771490792,137.9913422850921,3.9165,8.047,2692.914
173,Bakary Sako,MID,Crystal Palace,12.7955,5.4441417826871685,1.9072164346256635,23.683783565374338,0.5415,0.0,232.671
174,Andros Townsend,MID,Crystal Palace,123.063,14.918144355113345,93.2267112897733,152.8992887102267,4.725,8.404,2884.8495
175,Luka Milivojevic,MID,Crystal Palace,143.6585,19.41478502971381,104.82892994057238,182.48807005942763,10.9045,8.5165,3049.1315
176,Connor Wickham,FWD,Crystal Palace,6.163,3.4745404012617334,0.0,13.112080802523467,0.161,0.0,88.581
177,Christian Benteke,FWD,Crystal Palace,47.252,10.200710563485265,26.850578873029473,67.65342112697053,1.8145,2.478,1308.285
178,Mamadou Sakho,DEF,Crystal Palace,81.3685,15.174903879431985,51.01869224113602,111.71830775886397,1.189,5.649,1987.5875
179,Timothy Fosu-Mensah,DEF,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Jairo Riedewald,DEF,Crystal Palace,7.924,4.4973574463233605,0.0,16.918714892646722,0.2435,0.0005,204.4475
183,Sullay Kaikai,MID,Crystal Palace,3.4775,4.067983990873131,0.0,11.613467981746261,0.2445,0.002,57.5365
188,Aaron Wan-Bissaka,DEF,Crystal Palace,85.415,14.689682603786913,56.03563479242618,114.79436520757383,0.868,5.8805,2072.505
189,Jaroslaw Jach,DEF,Crystal Palace,2.4065,3.3368035228343764,0.0,9.080107045668752,0.1125,0.022,54.2025
191,Alexander Sørloth,FWD,Crystal Palace,11.7275,4.374956428354468,2.9775871432910623,20.477412856708938,0.317,0.0,278.6795
195,Theo Walcott,MID,Everton,64.0795,12.148916813856287,39.78166637228742,88.37733362771257,3.0765,2.4,1710.7495
196,Jordan Pickford,GKP,Everton,121.816,11.601169941001636,98.61366011799673,145.01833988200326,0.4945,10.4595,3177.2155
198,Maarten Stekelenburg,GKP,Everton,1.4385,1.7228516331942152,0.0,4.884203266388431,0.015,0.0165,53.1475
199,Leighton Baines,DEF,Everton,49.1075,15.174186757450949,18.759126485098104,79.4558735149019,1.1965,3.2945,937.216
200,Seamus Coleman,DEF,Everton,88.617,17.64387460281898,53.329250794362046,123.90474920563796,1.814,6.3715,1893.9465
201,Phil Jagielka,DEF,Everton,46.029,13.394183775056986,19.240632449886032,72.81736755011397,1.0135,3.0355,976.0425
204,Ashley Williams,DEF,Everton,35.338,13.046331131778027,9.245337736443947,61.43066226355606,0.8935,2.3525,694.8535
205,Mason Holgate,DEF,Everton,34.5665,12.816184211769125,8.934131576461748,60.198868423538244,0.7135,2.4585,711.138
206,Jonjoe Kenny,DEF,Everton,52.338,14.77886179649842,22.78027640700316,81.89572359299684,0.7605,3.7955,1070.234
207,Michael Keane,DEF,Everton,113.8345,15.286729857951949,83.26104028409611,144.4079597159039,1.4725,8.7915,2641.876
208,Yannick Bolasie,MID,Everton,14.7115,7.72950630700308,0.0,30.170512614006157,0.84,0.2485,354.508
209,Kevin Mirallas,MID,Everton,5.302,4.508303006675581,0.0,14.318606013351161,0.302,0.001,98.417
210,James McCarthy,MID,Everton,6.0155,5.106883565345877,0.0,16.229267130691753,0.3465,0.0105,131.9355
212,Morgan Schneiderlin,MID,Everton,44.3865,9.497637482553241,25.391225034893516,63.38177496510648,0.8215,3.498,1282.9705
213,Idrissa Gueye,MID,Everton,90.6315,10.4936984781344,69.6441030437312,111.6188969562688,1.6815,8.998,2648.199
214,Tom Davies,MID,Everton,40.998,9.178888603747177,22.640222792505643,59.355777207494356,1.2175,1.838,1284.862
215,Ademola Lookman,MID,Everton,21.407,5.59628010378323,10.21443979243354,32.59956020756646,0.3325,0.0,461.9515
216,Davy Klaassen,MID,Everton,6.757,5.168263828405043,0.0,17.093527656810085,0.3905,0.001,139.502
217,Dominic Calvert-Lewin,FWD,Everton,63.412,10.585898922623434,42.240202154753135,84.58379784524686,3.468,1.212,1745.294
218,Sandro Ramírez,FWD,Everton,6.8,4.680918713244225,0.0,16.16183742648845,0.404,0.0015,147.8565
220,Gylfi Sigurdsson,MID,Everton,135.889,20.008240277445687,95.87251944510864,175.90548055489137,8.9775,9.056,2649.588
221,Cuco Martina,DEF,Everton,34.401,13.242628100192185,7.915743799615633,60.88625620038437,0.71,2.3525,684.347
223,Nikola Vlasic,MID,Everton,9.846,5.950402003226348,0.0,21.746804006452695,0.503,0.064,255.797
224,Oumar Niasse,FWD,Cardiff,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Beni Baningime,MID,Everton,6.42,4.797770315469474,0.0,16.01554063093895,0.339,0.0005,123.3375
226,Cenk Tosun,FWD,Everton,35.9805,8.887132256808162,18.206235486383676,53.75476451361632,2.3265,0.173,1010.8535
228,Joel Coleman,GKP,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Jonas Lössl,GKP,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Christopher Schindler,DEF,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Chris Löwe,DEF,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Tommy Smith,DEF,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Jon Gorenc Stankovic,DEF,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Mathias Jorgensen,DEF,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Aaron Mooy,MID,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Rajiv van La Parra,MID,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Jonathan Hogg,MID,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Philip Billing,MID,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Elias Kachunga,FWD,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Tom Ince,MID,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Danny Williams,MID,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Collin Quaner,FWD,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Laurent Depoitre,FWD,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Steve Mounie,FWD,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Scott Malone,DEF,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Florent Hadergjonaj,DEF,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Abdelhamid Sabiri,MID,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Terence Kongolo,DEF,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,Alex Pritchard,MID,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,Kasper Schmeichel,GKP,Leicester,109.493,11.94734075014186,85.59831849971627,133.38768150028372,0.479,8.577,3009.1015
260,Ben Hamer,GKP,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Wes Morgan,DEF,Leicester,91.872,16.536523697561115,58.79895260487777,124.94504739512223,2.23,6.187,2125.8895
262,Christian Fuchs,DEF,Leicester,39.3405,12.753178417555366,13.834143164889266,64.84685683511073,0.634,2.603,852.7675
263,Danny Simpson,DEF,Leicester,46.2425,12.827263689111561,20.587972621776878,71.89702737822313,0.7035,3.1405,1033.118
265,Yohan Benalouane,DEF,Leicester,3.8695,4.61762598637008,0.0,13.10475197274016,0.1625,0.1115,84.781
266,Benjamin Chilwell,DEF,Leicester,108.81,15.464795504629217,77.88040899074157,139.73959100925845,0.9075,7.5,2558.8135
267,Harry Maguire,DEF,Leicester,121.692,17.432817787150753,86.82636442569849,156.55763557430151,2.895,7.913,2723.1805
268,Riyad Mahrez,MID,Man City,115.129,20.344393797800908,74.44021240439818,155.81778759560183,7.9035,7.8415,1866.752
269,Marc Albrighton,MID,Leicester,73.6405,11.95664082215401,49.72721835569198,97.55378164430803,2.0095,4.578,1895.3105
270,Demarai Gray,MID,Leicester,59.6225,10.545093349515682,38.53231330096864,80.71268669903137,2.6665,1.545,1808.342
271,Daniel Amartey,MID,Leicester,21.838,8.169807586473507,5.498384827052988,38.177615172947014,0.6785,1.344,597.016
272,Nampalys Mendy,MID,Leicester,44.597,9.693533463087642,25.20993307382472,63.98406692617529,0.827,3.4255,1267.507
273,Wilfred Ndidi,MID,Leicester,96.626,10.01214882030825,76.60170235938351,116.6502976406165,2.0255,8.5875,2942.4205
